polarity,tweet
4,@alsatya enaknya yg udah bebasss..  Gw nyusul in less than 24 hrs 
4,@Rikkiebags I'm not!  Just an opinion  
4,"Fantastic day yesterday, lived up to wishes! "
4,I see my future reflected in their eyes 
4,"Kisses, kisses, plz to be sending good thoughts my way. Good things may happen today! "
4,@popthemusicdrug thks to your reminder loh... 
4,scrubs
4,@nuuro call me when ya get here dude! 
4,Created a new account...currently exploring this new world! 
4,@BeMeaningful Nice blog 
4,@butterfly2b of course not!  enjoy your workout. i do tae bo at home quite often as well as the gym. thats a good one to try
4,"@ramsden Haha! I actually laughed out loud at your bio, thanks for the follow "
4,@songzyuuup and your fans prove they love you back  love u!
4,"Artist Republic Amstelveen, ps. Miss Sugaware tomorrow your photoshoot at jimmy woo it is going to be amazing "
4,My daughter is taking her graduation exam at university at 13.00 GMT. I hope she'll do well. 
4,watched Alan Carr last night (chatty man) absolutley great. Want to see him on TOUR so get to Sheffield  x
4,@jws12 No probs..glad all is okay with you! I am great thanks...hope you don't have too bad a day at work! 
4,Awww the DJ's kid is on the radio. 
4,"Gudnyt tweeps.Im all studied out, hopfuli twas enuf. tweetdreams "
4,@TheProphetBlog LOL i love how you come across all this info i never find on the net 
4,@srunarsson:  how do I turn off the BEEb sound on TweetDeck???? Its scares the hell out of me every time 
4,Come over to our Neverwinter Nights 2 boards and ask you questions. Or just browse thru our 600+ content pages! YES 600+!!!  #nwn2
4,http://twitpic.com/7d77s - I think she was celebrating her divorce. Well I think its a she. 
4,@Lisa_Veronica LOL! FOLLOW @Christian0386 He dreams about you 
4,Back from the gym = a night's clubbing into one hour  but... to handwrite notes or to type??
4,"@pdubtimm Thanks, I will "
4,Best party EVER yesterday!!  Cedar Point ALLLLLL day today! 
4,Wondering how @fuelyourcoding used http://random.org to pick a winner. Might be handy for me in the future 
4,goodmorning 
4,@poots Well Brock House is in for a happy day then - your banana bread is legendary!   (Nick a bit off the end and send it in sliced!)
4,Haha the dog's fallen asleep in the clean clothes basket. She's a darl' 
4,Diana is back  yeaaaa we'll have coffee soon and all the stories will unfold...
4,SO EXCITED about seeing the beautiful Caleb and Nathan tomorrow at the o2 
4," i love victory. I'm shippin off to boston, back thursday."
4,11:09am freaking early.. looks great out today.. 
4,Just woke up to find everyone has gone out and left me!!! Hmmm what to do now??? EAT!!! 
4,@atomicgabi :O where did you get it? I WENT ON THE SITE &amp
4,@badsneaker Oh I dunno...it got you to comment about it hey?? 
4,"Goodbye Rome, hello Sienna. Thank you Audrey LeDoux "
4,So far not bad for a Monday 
4,just got home and fed torties with water cress. Such peaceful creatures. 
4,@LovelyRemy nite nite..sweet dreams 
4,xDXdxdxXDxDXXXDXxxdXD haha only you can understand me my bro 
4,@madzarella I hope so too 
4,updated her myspace page fully    http://www.myspace.com/mariethemarionette
4,Its quite satisfying when you see a design really coming together! 
4,@SunshineAlmario super noisy!!  may Lee Min Ho &amp
4,@iheartrachael  its cool lol
4,@RaceB G'morning!  U just missed ur fellow Margarita @jodabone. She just went to sleep (or is still lurking...)
4,"@cpfcrox She then asked me about twitter, then said *Oh, I got me a qwerty keyboard. I can go there!* She was like 85! So cute "
4,"@fansoftaylor Keep up the amazing work, and keep promoting your idol, who deserve all the support of the fans "
4,i keep missing @replies either i am dumb or twitter is playing silly buggers with me.. let you pick which one  be nice! egg sandwich pow!
4,"well, ive started to pick back up on my drawing, and my book is going good, 12 1/2 pages soo far  almost finished first chapter..."
4,wishes he was working a show at Fest... next year we hope 
4,@hayleyrob I just blocked someone who did to me. I don't share with people who don't share. 
4,oh well  business time!
4,This is a status update to twitter from ICE  Timestamp: Mon Jun 15 12:09:44 CEST 2009
4,@stevieg69 Awwww  that's so great! U not in love 2???
4,finally updated my office wallpaper &amp
4,"*sings* finally getting my creative-mojo back  c'mon spy story. oh wait, need to write 1500 words for uni BS... nevermind spy story..."
4,@hemisofia Eeek. Well have a safe trip dear. 
4,I am still going to South Africa. Rescheduling the flight........ 
4,@Mammoth87 oh dear - don't think it's worth your while! U shd rather come this way for sushi &amp
4,is reading Albert Mohler's blog... Interesting and thought provoking. Oh I heard that he tweets! 
4,@Rachael90210 ooh quote tattoos are always awesome  Or music lyrics or the like 
4,we just got some very sound fashion advise from Marpessa and Eva
4,"Lots on the plate today, Den and the girls leave early to plant 15 blue spruce, Susie and I will try to hold the fort down "
4,@franalations i left my corona on the table and i didn't throw it away :/ sorry my bad yo! its not cold but someone can have it 
4,"@gamathew ...i'm Head - Sleepy, just like they have Head - Operations and all... "
4,"@xlaurajaynex awww, she is so cute!! "
4,@r_banks What are you upto nowadays Mr? My mornings are boring without you! 
4,@MissShonah Plenty of time to learn about France. 
4,Twitteriffic works again! 
4,@Mello_84 My current crush: Bradley James from Merlin. And he is but a year older than me. 
4,@hallielama  optimus and megatron sitting in a tree...
4,@jab_baller thanks 
4,"3 more days of packing to do at work, then its 2 days of moving.... At least I'll have my weekend. "
4,I am learning and accepting my purpose as I go along. It's quite an interesting time and I'm so happy to be aware enough to recognise it! 
4,watching THE HILLS series 1  they look soo young...
4,@trishaMCFLY Hiiii 
4,"@clare666 and add time to it  cuz after the Summit, the gathering with the others was nice, the talking afterwards "
4,"@alpew Thank you thank you! yes! So far this season my record is 2 regattas, 2 yachts, 2 skippers, 6 races and SIX trophies!!  woohoo!!!!"
4,@mirotica yes! I knew it would get someone! Haha 
4,"@CaptainKazz haha there is a photo of you and dani in her room. And, be in the musical and we can hang at dani's and eat icecream "
4,Good morn world 
4,"@fansofladygaga Keep up the amazing work, and keep promoting your idol, who deserve all the support of the fans "
4,@andreear unde e Britney cu acadeaua? 
4,the bus is arriving at Sg Expo
4,@b__cherry see? 
4,"Had a nice weekend away to Windsor castle and the beach, relaxed but tired - long day yesterday  Need to focus for tomorrow's meeting."
4,@samthesham Brilliant!! Congrats! 
4,@lesliepokita well yehh ive left school so we have a prom   Im quite excitedd ! xx
4,@sophiafoots It needs sound! He is v. diligent with his cleanliness! 
4,The yeah you's are quite strange but they're music is good 
4,"@taptam_76 Thx petal - heading over to Craige and Oz's for a slap up meal, wine, good company and of course cuddles with the boy "
4,@RichieInLondon Mr Rich goes to Washington 
4,"Just painted a wall, actually did a good job "
4,is talking to Troy on MSN. I love him 
4,"@mcflyphils when you're using this account, you should use we or us or our, not me, I, my, etc. "
4,Mmmm i'm loving The Courteeners right noww...and my dockland darllin 
4,breaking my fast~ today I managed to fall asleep again after waking up too early! 
4,@radiochick91 cheers thanks for that 
4,@kagamine can i go on twitter using your phone at camp? 
4,@DavidFeng eh... have you ever stopped 'mass tweeting' ? 
4,is gonna finish getting ready then going to johelles then into cardiff to get jobros album  
4,peepz.. celebrating mah 22nd birthday @ Tank nightclub 19th June @ 10pm.. and is currently waiting for Britney VIP tix  word yall
4,@petewentz awww cute :L put ur face is cute as well 
4,"@kaitmackinnon When you get a new iPod, be sure to use something like http://www.electronicwarranty.com/ for warranty coverage. "
4,Everyone going jb tonight HAVE FUN  xo
4,"@ExpatCookie Don't worry, I'm on the case! @lalouba should check out our Offers section: http://bit.ly/iHUTl Hope that helps "
4,@grace_whatman hellsss yer 
4,Oh yeah! My logo! Back to work then. 
4,"@peterfacinelli- FOLLOW him!  He plays Carlisle, that hot doctor dude in Twilight. Not a Twilight fan? He's JLH's ex in Can't Hardly Wait."
4,Uuwaaaaarrrggghhh!!!! Thanks for the traffic!  hahaha..I'm goin nuts :p http://mypict.me/3TGy
4,Trying not to panic - mini-me Emma has Type 1 Diabetes - hubby is all over Google - sometimes not a good thing TMI 
4,@farnamals WHERE YOU GOING BB?  @shazcious and i nak ikot!
4,@crystalangela Aw thanks  Well it wasn't as bad as I thought it's gonna be. &amp
4,@dh0nah til nine? seriously? whyy?? haha 
4,Rose Wedding Favor Tag .Thanks Stephen for the purchase  - http://bit.ly/acz9k
4,"@metteillu ehehe!! you'll find it, somewhere, somehow! "
4,Working on Market Tree's new brand brand launch - exciting stuff! 
4,back to work ... 5 dias compriditos 
4,Watching spongebob squarepants!!  
4,Yahoo! Back with utweetme 
4,I like this trac !  â« http://blip.fm/~89284
4,Cool The LAKERS  winS again 
4,Working on some banners....the concept looks great hope the execution makes it better 
4,"@privatedoc @jason_2008 got the small one. Have got a wide one at home I could swap out, but love the space saved, will c how I get on "
4,@iheartrachael I just re-did it 
4,This is a status update to twitter from ICE  Timestamp: Mon Jun 15 12:11:28 CEST 2009
4,Having quite a productive morning...  I hope it keeps going like this!
4,@PattyDaine Granada sounds fun - wish I was there - I may be very soon 
4,Amy Huberman was spotted with a dongle in Stephen's Green 
4,"@Courbs Your suggestions have been put into the rotation for today and tomorrow, with appropriate credit  Retweeted the other randomly."
4,@ChristosPas It's great fun! You'll get the hang of it  Where are you these days?
4,goodthing about working overnight.. i almost never miss a sunrise 
4,Making chili vinegar for the summer  
4,@tessicagee I have a pretty photograph of you 
4,can some one listen to my radio show 
4,sinu may tumblr? ill add you up na  paste your links here http://plurk.com/p/111uhj
4,"Listening to 'The Climb' - Miley Cyrus, Love this song "
4,@Leilizzle i am sute alot of things remind you of me lol no I think I posted that before that's why 
4,played with the E72. pics in a bit 
4,@dannygokey Good Morning!!   have a blessed day 
4,Working on Market Tree's new brand launch - exciting stuff! 
4,"@fierceboi yes, fly to HK THIS COMING WEEKEND for Muji and more. "
4,had so much fun last friday with my friends...  wish we could do it more often...
4,"@JessicaSain Power ballads - hmmm &quot;Power of Love&quot; and &quot;Boom, Boom, Boom&quot; lol "
4,@bradiewebbstack yea same 
4,"@viveksingh nopes, I ll have to meet lord shiva there "
4,@work great day Blessed day off tomorrow 
4,coffe break time in Fronter - too soon to let you know my thoughts! @porchester that one's for you 
4,@gotCJ Going to have to go with a iPhone 3GS or a Palm Pre 
4,@tawnysmith yep i got it 
4,"@yarpp all seems to work. Ah well, I guess my issue is else ware. Thanks very much for the help "
4,@k2tierit ME TOOO 
4,im in the mood for sleeping 
4,@AmiPenni I can keep it there for about...3-4 seconds. I am laaaame but it's so funny 
4,@keiizpasion haha! good luck! better start workin' on it. 
4,still so sore! eek..! so excited for supernatural  its gonna be epic!!
4,@beezan No me neither-part of my staple diet! 
4,@jamesmachan your hot 
4,"@sioksiok @davidfeng Haha, good point. "
4,@cejpittman I just finally remembered to look at the blog. I *love* the header! The drawing is very cute 
4,It's nice to get up early...3 hrs of work done already...feels like the rest of the day is mine. 
4,"Part of the List - NeYo. =] Sooo, going to the Neyo concert though.. "
4,is going out soonn!  \
4,@mrjessMCK http://twitpic.com/78m0l - hahahaha loser! this is what you were doing? how boring........ jk 
4,currently listening to BOYCE AVENUE's songs. i just simply luv the voice and some of the revivals esp. NO AIR! 
4,The Rain Gods have finally decided to relieve us.   Its nice to feel the rain AGAIN!!
4,@BenWeekes Not for another 11 months.  And I'm keeping the VTR. 
4,@thatissochacha I know I've seen them live before 
4, big ass kool-aid smile on my face from talkin to my boo...
4,"@I #iRemember when I was 10 years-old, my penis was only a measly 10 inches long. Ladies... what's up? XO "
4,@Chipmunkartist woooooooo ! I hope so but i love diamond rings !! &amp
4,"@the_sandman_ Oh yes, cos I'm not always known for my elegance, sure i'll crash soon enough. And cos i dont trust Grimsby drivers "
4,Importing pictures from my digicam to my laptop. 
4,"@cliffc100 my boyfriend is predicting good grades, hes a maths wizz and his uncle is a chem teacher so iv got extra support lol "
4,"even though i have bad pitch, i still want to do singing lessons,, ha! i dont know why. ijust want to have a nice voice "
4,"@stilgherrian heh, definition of an expert: drip under pressure. Never more true for socmed "
4,"@honorsociety Whoa, I actually teared up a little bit at the thought of you guys going on tour. Can't wait to see you soon though!! "
4,Hi 6am. I haven't even slept yet. I got side tracked online... Seriously going to bed now. Good morninggg! 
4,Happy Monday Morning 
4,ready for extreme makeover 
4,"has been for a run, had dinner and is snuggled on the couch to do some more work "
4,"@Mistyk777 Whoa, you better get better Misty "
4,Had a wicked long and awesome day yesterday. Now time for mad work. 
4,@Rubyletters more or less 
4,@kiwikia yup... at least david-inspired 
4,"hey jb fans, they finally arrive london "
4,just got home from school. Now i'm havin my lunch. Yay 
4,"@AyakaPalms: haha, yes. That was such a fun play to do~ "
4,@Sweetascouk Hi there 
4,@willyoa iyaaaaaaaaaa 
4,Good morning guys  hows life been treating you ?. I hope that all is well and that life is good to you all and that you have a great day.
4,@nzfashion sounds like one cool Mum 
4,@saviluvsjonas thanks 4 the follow 
4,Catching up on days worth of Big Brother  #bb10 http://twitpic.com/7geuv
4,@dkris awesome. Looking forward to that! 
4,manchester today 
4,@markk_H than i thought  (i hope i didnt just jinx myself)
4,@cpdrurybss thx Chris - look forward 2 seeing it  BTW if you were looking at a web designer's brochure what would make you buy from them?
4,@emilyosment http://twitpic.com/7f4v6 - hahaha (: im the same but with juice boxes 
4,@chattyman Your show last night had me in stiches ! LOVE IT  xxx
4,"Buying Maeve O'Boyle's new album, ahhhhh!  Excitement to the max   "
4,I'm awake!!  just looked through pictures from the cabin trip! fun! now I'm reading loads of articles about the game last night 
4,"No Dio, but Mother F**king Tim Curry instead  http://bit.ly/hmV5F"
4,@gumbie_girl HEY no. that is MY saying. stooge. 
4,@chandiss yes for sure 
4,thinkin about watching &quot
4,is munching away at strawberries and ice cream yumm  
4,getting ready for the first day of my last week of school! 
4,"Good morning  today is going to be a busy day, two tests to do."
4,"@__BellsCullen__ Hahaha yerp  never fails to crack me up, and the commentary is the funniest thing evar."
4,@Freakonomy hahaha.. nw u get it..  .. kakke da dhaba.. wo yellow daal.. wo doston ke saath office se rukna.. sigh''
4,@Taryll well done on the race by the way 
4,"@DanielStabile well as long as ur safe at the end of the night love, thats all that matters "
4,My library *finally* has a dedicated study guide area and it only took two years 
4,At the gym at the hotel! I no kind of late well the good part is I don't have to get up intill 11am 
4,@mrscracka thaaaaaaaaaaaaaaaaaaanks. 
4,@livviclarke What is the school production this year? I want to do it 
4,@JoannaSchaff http://www.gaelcon.com/gaelcon/ you need a rant and a bit from one of the songs 
4,@SpitfireJon I like you... you understand the way that we humans describe the passage of time 
4,wth im enjoying this 
4,"My beloved D-Link stopped working, have ordered new PowerSupply from Hong Kong on eBay "
4,@eBeth Merci madame!  How's you today?
4,@Waisybabu I am glad one of us got it. 
4,@MissSmiley27 was it good? I want to go 
4,"MÆ°a to cáº£ chiá»?u, nhÃ  bÃªn cáº¡nh khoan tÆ°á»?ng, 1 tháº±ng vá» váº©n tá»± nhiÃªn xá»c vÃ o phÃ²ng  Tháº­t lÃ  há»i tá»¥ Äáº§y Äá»§ &quot;thiÃªn thá»?i, Äá»a lá»£i, nhÃ¢n hÃ²a&quot; :X"
4,@stilgherrian Social Media Club here in Cantberra is just an excuse to drink coffee and flirt. Isn't it the same everywhere? 
4,@jzzctv Good Morning 
4,"@carmR Glad to have you on board, even if you are always digging at my ribs "
4,"Off to the airport. :] Cyprus, HERE I COME! "
4,@emilyyyyy_ thanks  hahah that helped loadss.
4,I get to see the namjachingoooo tomorroz! Yes yes yes! 
4,says the secretary asked me if i even knew i had vacation days  http://plurk.com/p/111v1d
4,"@Itxi_Itx Your new background suits my last post.  How sweet, thanks.  "
4,"@Geekerella It was AWESOME, as usual.  Don't beat yourself up.   Where are you vacationing?  I leave Thurs. for Vegas. Not home til 29th"
4,is still amazed after seeing Frenzal the Fetus today 
4,@Em_Love yay bradie  hahahahahaha cuddlebuddy.
4,@u4er Gonna google that... Don't have clue what that is... Have fun non the less 
4,"@gin_lady thanks, lots of sleep and knitting should help "
4,@DdotDallas @Halelawrence i still got my megadrive and tons of games  loves it
4,@gemcruz  ym  long story..haha
4,everyone follow @noahcyruus its her new twitter 
4,"@pinklady2008 All those holiday spots, sound wonderful! Totally jealous "
4,@detoo gute morgen...  YEAAA! 
4,"@ayatoshirosan these messages.  I will not be at all busy today, Nimmy, and will be eagerly anticipating our next 'real time' converse!"
4,"@djclawrence have a safe flight back home...meanwhile, hope u r finding something interesting to do in the airport! "
4,"@arabstreet then, All American Rejects - It Ends Tonight. Kena reject and it ends tonight "
4,Date My Mom or Daisy of Love.. Is it impossible to play something somewhat intresting despite the fact that its 3 AM.  Please N Thank You!
4,Monday morning aint so bad when you know you got the rest of the week off  For some reason my shifts 3 hours later than my team. Ah well.
4,Created a look on looklet.com. http://looklet.com/look/155550 SHOCK! 
4,@gk4r Can you DM me the link to the system you were telling me about yesterday.  The IM was on my Mac and I have my PC running again. 
4,@alexkettner aw well atleast you go home today!! 
4,is lovely my day off and carnt wait to see my fried 
4,@Mil04 you're here!  hi! 
4,@MupNorth OK 
4,@sazzygee har har i've finished now! good look though (Y) 
4,I guess it's gonna be hard partying all night with 5hrs sleep. Let's see how long I last! 
4,@QueenofScots67 Back at yah xxxx-mwah-xxxx 
4,I get to see the namjachingooo today! Ah yes yes yes! 
4,@Hey_Bawheed For some reason I am the only one who can get access to Youtube &amp
4,Time to top up my tan and bbq shop 
4,@joshuawithers ha ha dude do you see the irony of Costello jokes  =&gt
4,Enjoying the peace of an early morning work day 
4,I can use Twitter  gaaah... :|
4,wuhuuu i'am going shopping right now ! Have fun guys 
4,"@taurustippy God bless her..  anyways, musta 1st day? "
4,i love new york ? http://bit.ly/M7p9t  
4,@positivelyslim &amp
4,homesweethome.. 
4,@BarbaraDrake There sure is! We're really enjoying it 
4,This is a status update to twitter from ICE  Timestamp: Mon Jun 15 12:13:59 CEST 2009
4,@honeyjojames @myinkyfingersAU He is really sweet - and he was at the sci-fi/fantasy/comicbook store too so I know it's gonna be good 
4,@GrantGrunge aight nigga piece..ohh and smooth creammy cookie 
4,@jagregory @DaveTheNinja 
4,@hemisofia wow 6day school week? that's heavy! ganbatte! aaand dont stress out! 
4,@Impala_Guy SORRY missed again - the boss was here  I will try to be in twitter later  Hope to c u too  Bye Bye!
4,am out! see you guys tomorrow!  (bye) http://plurk.com/p/111v64
4,@jansensullivan Europe ... supposedly ... we'll see 
4,@gfalcone601@tommcfly The search is on for Britainâs most mischievous kitten! Enter now at catslikefelix.co.uk/ mischief. ENTER MARVIN 
4,hello world hope ur listening 
4,just taken a coffee with Tere near the beach  cloudy but very hot day!
4,@sonaal  lol...well cant beat u there can i???  wats uppp?? wats happening??
4,"@MoocherGirl nope, no bloody clue about how someone might have known she was visiting haha  But she says hi!"
4,"@RPISH did you know. SEASON 5 OF SUPAANATURAL, will come.  yay"
4,Video: ANONYMITY is fun. this where i started to like Kyuhyun!  http://tumblr.com/xsm21r846
4,Met the @jonasbrothers  good times!
4,"@keisha_buchanan Hey, good morning! "
4,@ferkle aye I put a holding deposit down on a place in queens park! Ye it's def a good day for indoors sept I'm at the art school! 
4,"Smashed the gym again!  hot bodybuilder talked to me, didnt understand everythin he said bt he was nice, wish i looked like that!"
4,Sees blue sky peeking through the blanket white that was heavy cloud this morning.  Fingers crossed peeps 
4,haha... I still am not finished readying &quot
4,@dotnetcowboy At least it's only a day  seems like that's all it did last week
4,"@Davina_Morris LOL, Davina, you make me giggle  xx"
4,@Whatever_Ista @misterdevans hi love 
4,@ethicalsoap  that's what you call word of .. um .. nose. Perhaps he' like to become a distributor (no pun intended!)
4,day off tomorrow  and hopefully going to Elise's house!
4,"@sssshenin yes, it does. "
4,I should start on my psychology essay. @shaannyn THURSDAY!!! 
4,My nails are growing woo hoo!!! 
4,@CruciFire you said &quot
4,new friend.  it's good
4,"@mfhorne recommedations on binoculars, ones that when you look through them, things look bigger! always good choice "
4,Finally home! I succesfully made it through 2 hours of Zumba &amp
4,"@PeterMears it's rough *Very Dramatic Sigh* but &quot;good for me&quot;  Surprisingly easy! I savor each sip, I really really love the taste of wine"
4,"@psanwikarja Nooo i can't... i love #twitterrific..  i will just hold it out for a few days. It's already fixed, just waiting for approval"
4,HuiMing knows her hubby's SECRET. ahahahah!   hubby! come tag tag when you see this~ lalala~
4,@lelaina3 welches Chaos? Hat alles bestens geklappt 
4,@moustachette really? thanks..  just message me if its out.. 
4,@jonaskevin hey kevin! So super dooper dooper dooper dooper excited about LVATT to come out in Australia! And to hear you play piano!!!! 
4,@brydie_alison12 are you kidding me we had roast too!!  it was awsome. (Y)
4,@baditz17 the crunchy ones 
4,My present came in the mail today!   http://yfrog.com/0e97nlj
4,@enoxisureka Good Luck! 
4,ohh alright then 
4,@annejulieart They're awesome!!! â¥ ps: did you get my convo? 
4,@kimfeenstra that title will generate some clicks  - [Re:] http://mobypicture.com/?1noy57
4,at college with Jade 
4,"jonas album tomorrow! And geometry exam. Ugh. Hey baby, why you treatin me bad? "
4,"Finally home.  Off tomorrow, but I have to finish my Demigod Review tonight "
4,"good morning  well..i switched everything over to the full proj name rather than the short, I.H.C.F. SO GOOGLE IF HUMANS COULD FLY!"
